?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZP_0153331>	"Abnormal(ly) normal process quality (of) whole organism of defense response to bacterium."	
<http://purl.obolibrary.org/obo/ZP_0138410>	"Abnormal(ly) increased distance (of) pupil (pupil)."	
<http://purl.obolibrary.org/obo/ZP_0017073>	"Arrested cell division in neural tube."	
<http://purl.obolibrary.org/obo/ZP_0004530>	"Small, underdeveloped CaP motoneuron in myotome."	
<http://purl.obolibrary.org/obo/ZP_0110160>	"Abnormality of infundibulum."	
<http://purl.obolibrary.org/obo/ZFA_0000254>		
<http://purl.obolibrary.org/obo/ZP_0019000>	"Abnormal(ly) premature (of) oocyte of apoptotic process."	
<http://purl.obolibrary.org/obo/ZP_0022288>	"Abnormal(ly) decreased process quality (of) hyomandibula of perichondral ossification."	
<http://purl.obolibrary.org/obo/ZP_0103856>	"Abnormal(ly) decreased process quality (of) hyoid muscle of tendon formation."	
<http://purl.obolibrary.org/obo/ZP_0151940>	"Abnormal(ly) decreased process quality (of) mid cerebral vein of branching involved in blood vessel morphogenesis."	
<http://purl.obolibrary.org/obo/ZP_0002542>	"Abnormal(ly) increased width (of) neural keel."	
<http://purl.obolibrary.org/obo/ZP_0102362>	"Abnormal(ly) absent (of) cardiac muscle cell of basal side."	
<http://purl.obolibrary.org/obo/GO_0099640>		
<http://purl.obolibrary.org/obo/ZP_0149562>	"longer, increased length of, cranial nerve V"	
<http://purl.obolibrary.org/obo/ZP_0011526>	"Any structural anomaly of neurocranium that causes there to be fewer parts of type neurocranial trabecula."	
<http://purl.obolibrary.org/obo/ZP_0018066>	"Decreased length or shortening of the subintestinal vein."	
<http://purl.obolibrary.org/obo/ZP_0109638>	"Abnormal(ly) quality (of) primordial midbrain channel."	
<http://purl.obolibrary.org/obo/ZP_0004075>	"Abnormal(ly) disrupted (of) BMP signaling pathway."	
<http://purl.obolibrary.org/obo/ZP_0150102>	"Abnormal(ly) spatial pattern (of) subintestinal venous plexus."	
<http://purl.obolibrary.org/obo/ZFA_0000255>		
<http://purl.obolibrary.org/obo/ZP_0013343>	"Abnormal(ly) diameter (of) dorsal aorta."	
<http://purl.obolibrary.org/obo/GO_1903852>		
<http://purl.obolibrary.org/obo/ZP_0103184>	"decreased cell migration involved in sprouting angiogenesis in endothelial tip cell."	
<http://purl.obolibrary.org/obo/ZP_0109576>	"Abnormal(ly) quality (of) pressoreceptor cell."	
<http://purl.obolibrary.org/obo/ZP_0145744>	"The presence of an increased number of caudal artery."	
<http://purl.obolibrary.org/obo/ZP_0020537>	"Abnormal(ly) increased size (of) blood cell."	
<http://purl.obolibrary.org/obo/ZP_0004848>	"An increase in the size of the midbrain hindbrain boundary."	
<http://purl.obolibrary.org/obo/ZP_0021971>	"Abnormal(ly) increased perimeter (of) intestinal epithelium."	
<http://purl.obolibrary.org/obo/ZP_0153098>	"Abnormal(ly) normal thickness (of) vertebra 7."	
<http://purl.obolibrary.org/obo/ZP_0105891>	"Increased ovulation."	
<http://purl.obolibrary.org/obo/ZP_0137475>	"Abnormal(ly) occurrence (of) pharyngeal arch cartilage of canonical Wnt signaling pathway."	
<http://purl.obolibrary.org/obo/ZP_0009959>	"An increase in the thickness of the cartilage element in the pharyngeal arch 3."	
<http://purl.obolibrary.org/obo/ZP_0013153>	"Abnormal(ly) present (of) presumptive cardiac ventricle heart tube."	
<http://purl.obolibrary.org/obo/ZFA_0000256>		
<http://purl.obolibrary.org/obo/GO_0032890>		
<http://purl.obolibrary.org/obo/ZP_0005338>	"Abnormal(ly) delayed (of) male gonad development."	
<http://purl.obolibrary.org/obo/GO_0071711>		
<http://purl.obolibrary.org/obo/ZP_0018719>	"Abnormal(ly) increased amount (of) trunk musculature of cytoplasmic vesicle."	
<http://purl.obolibrary.org/obo/ZP_0143467>	"Abnormal(ly) fused with (of) quadrate (anguloarticular)."	
<http://purl.obolibrary.org/obo/ZP_0152647>	"Abnormal(ly) increased occurrence (of) retina of lipid droplet formation."	
<http://purl.obolibrary.org/obo/ZP_0018250>	"Abnormal(ly) decreased process quality (of) protein oxidation."	
<http://purl.obolibrary.org/obo/ZP_0103929>	"Absence of floor plate spinal cord region."	
<http://purl.obolibrary.org/obo/ZP_0001389>	"The presence of a reduced number of Rohon-Beard neuron."	
<http://purl.obolibrary.org/obo/ZP_0002511>	"Abnormal(ly) increased height (of) cloacal chamber of cell."	
<http://purl.obolibrary.org/obo/ZP_0137518>	"Abnormal(ly) decreased amount (of) liver of nucleus."	
<http://purl.obolibrary.org/obo/ZP_0001426>	"Disorganization of periocular mesenchyme."	
<http://purl.obolibrary.org/obo/GO_1903851>		
<http://purl.obolibrary.org/obo/ZP_0149958>	"Abnormal(ly) has fewer parts of type (of) primordial hindbrain channel (primordial hindbrain channel of pericyte)."	
<http://purl.obolibrary.org/obo/GO_0009855>		
<http://purl.obolibrary.org/obo/ZP_0138179>	"Abnormal(ly) spatial pattern (of) retinal outer nuclear layer of eye photoreceptor cell."	
<http://purl.obolibrary.org/obo/ZP_0110270>	"Abnormality of crossed tecto-bulbar tract."	
<http://purl.obolibrary.org/obo/ZP_0101770>	"Abnormal(ly) spatial pattern (of) myoseptum."	
<http://purl.obolibrary.org/obo/ZP_0154457>	"Abnormal(ly) decreased frequency (of) posterior cardinal vein of sprouting angiogenesis."	
<http://purl.obolibrary.org/obo/ZP_0015495>	"A deviation from the normal size of the posterior lateral line ganglion."	
<http://purl.obolibrary.org/obo/ZP_0142543>	"Delayed cartilage development in caudal fin actinotrichium."	
<http://purl.obolibrary.org/obo/ZP_0140897>	"Abnormal(ly) increased process quality (of) neuron differentiation."	
<http://purl.obolibrary.org/obo/ZP_0109059>	"Abnormality of branchiostegal ray 3."	
<http://purl.obolibrary.org/obo/GO_0032891>		
<http://purl.obolibrary.org/obo/ZP_0100380>	"Abnormal(ly) decreased efficacy (of) inflammatory response to antigenic stimulus."	
<http://purl.obolibrary.org/obo/ZP_0142641>	"Abnormality of migratory muscle precursor."	
<http://purl.obolibrary.org/obo/ZP_0100638>	"Abnormal(ly) process quality (of) yolk of microtubule cytoskeleton organization."	
<http://purl.obolibrary.org/obo/ZP_0137911>	"Any structural anomaly of retinal inner nuclear layer that causes there to be fewer parts of type interneuron."	
<http://purl.obolibrary.org/obo/ZP_0143242>	"A decreased occurrence of axon extension in motor neuron."	
<http://purl.obolibrary.org/obo/ZP_0109800>	"Abnormal(ly) quality (of) pharyngeal pouch 3."	
<http://purl.obolibrary.org/obo/ZP_0106843>	"Abnormal(ly) edematous (of) blood island."	
<http://purl.obolibrary.org/obo/ZP_0144029>	"Abnormal(ly) absent (of) pharyngeal musculature of peripheral region."	
<http://purl.obolibrary.org/obo/ZP_0002750>	"Abnormal(ly) fragile (of) cranial vasculature."	
<http://purl.obolibrary.org/obo/ZP_0140793>	"Abnormal(ly) process quality (of) gill of sodium ion transport."	
<http://purl.obolibrary.org/obo/ZP_0144639>	"Abnormal(ly) absent (of) spinal cord of 1-oleoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine."	
<http://purl.obolibrary.org/obo/ZP_0150063>	"Abnormal(ly) disrupted (of) negative regulation of guanylate cyclase activity."	
<http://purl.obolibrary.org/obo/ZP_0101557>	"Abnormal(ly) amount (of) regenerating fin of macrophage."	
<http://purl.obolibrary.org/obo/GO_1903854>		
<http://purl.obolibrary.org/obo/ZP_0022869>	"Abnormal dorsal aorta morphogenesis."	
<http://purl.obolibrary.org/obo/ZP_0012596>	"Abnormal(ly) has extra parts of type (of) compact layer of ventricle of basal cortex (compact layer of ventricle of cardiac myofibril)."	
<http://purl.obolibrary.org/obo/ZP_0144624>	"Abnormal(ly) increased amount (of) liver of phosphatidylglycerol 44:12."	
<http://purl.obolibrary.org/obo/ZP_0006087>	"Abnormal(ly) absent (of) opercular flap."	
<http://purl.obolibrary.org/obo/GO_0030496>		
<http://purl.obolibrary.org/obo/GO_0051967>		
<http://purl.obolibrary.org/obo/ZP_0102891>	"Abnormal(ly) rhythm quality (of) heart process."	
<http://purl.obolibrary.org/obo/ZP_0008810>	"Abnormal(ly) mislocalised (of) RoP motor neuron of axon."	
<http://purl.obolibrary.org/obo/ZP_0107353>	"Abnormality of chondrocranium cartilage."	
<http://purl.obolibrary.org/obo/ZP_0100233>	"Abnormal(ly) decreased size (of) whole organism of neoplasm."	
<http://purl.obolibrary.org/obo/GO_0032892>		
<http://purl.obolibrary.org/obo/ZP_0000138>	"Disorganization of chondrocyte."	
<http://purl.obolibrary.org/obo/ZP_0140117>	"An abnormality of the lipid catabolic process in whole organism."	
<http://purl.obolibrary.org/obo/ZP_0149588>	"Abnormal(ly) decreased process quality (of) cardiac muscle cell differentiation."	
<http://purl.obolibrary.org/obo/ZP_0101299>	"Abnormal(ly) decreased amount (of) pharyngeal mesoderm."	
<http://purl.obolibrary.org/obo/ZFA_0000250>		
<http://purl.obolibrary.org/obo/ZP_0109440>	"Abnormality of pancreatic lobule."	
<http://purl.obolibrary.org/obo/ZP_0000963>	"Abnormal(ly) increased occurrence (of) synapse assembly."	
<http://purl.obolibrary.org/obo/ZP_0022341>	"Abnormal(ly) occurrence (of) spinal cord of epithelial cilium movement involved in extracellular fluid movement."	
<http://purl.obolibrary.org/obo/ZP_0150877>	"Abnormal(ly) decreased process quality (of) gut of regulation of defense response to bacterium."	
<http://purl.obolibrary.org/obo/CHEBI_22256>		
<http://purl.obolibrary.org/obo/GO_1903853>		
<http://purl.obolibrary.org/obo/ZP_0142498>	"Abnormal spatial pattern of proctodeum."	
<http://purl.obolibrary.org/obo/ZP_0152713>	"Abnormal(ly) increased diameter (of) proximal convoluted tubule of mitochondrion."	
<http://purl.obolibrary.org/obo/ZP_0017824>	"Abnormal(ly) arrested (of) trunk of blood circulation."	
<http://purl.obolibrary.org/obo/GO_0051966>		
<http://purl.obolibrary.org/obo/CHEBI_29103>	"A monoatomic monocation obtained from potassium."	
<http://purl.obolibrary.org/obo/ZP_0103889>	"Small, underdeveloped iris."	
<http://purl.obolibrary.org/obo/ZP_0137901>	"Abnormal(ly) decreased amount (of) whole organism of coenzyme Q10."	
<http://purl.obolibrary.org/obo/ZP_0140358>	"Abnormal(ly) process quality (of) sperm motility."	
<http://purl.obolibrary.org/obo/ZP_0107725>	"Abnormal(ly) quality (of) gonad primordium."	
<http://purl.obolibrary.org/obo/CHEBI_27153>		
<http://purl.obolibrary.org/obo/ZP_0000927>	"Increased width of hyosymplectic cartilage."	
<http://purl.obolibrary.org/obo/ZP_0001626>	"A malformed pillar of the lateral semicircular canal."	
<http://purl.obolibrary.org/obo/ZP_0001479>	"Abnormal(ly) disrupted (of) platelet aggregation."	
<http://purl.obolibrary.org/obo/ZP_0146611>	"A decreased occurrence of apoptotic process in myeloid cell."	
<http://purl.obolibrary.org/obo/ZP_0151229>	"Abnormal(ly) increased occurrence (of) goblet cell of lipid biosynthetic process."	
<http://purl.obolibrary.org/obo/ZP_0015757>	"A decreased occurrence of positive regulation of transcription by RNA polymerase II."	
<http://purl.obolibrary.org/obo/ZP_0142171>	"A decrease in the level of sphinganine in whole organism."	
<http://purl.obolibrary.org/obo/ZP_0011532>	"Abnormal(ly) decreased process quality (of) dorsal convergence."	
<http://purl.obolibrary.org/obo/PATO_0045038>	"A photosensitivity which is relatively normal or average"	
<http://purl.obolibrary.org/obo/ZP_0009305>	"Abnormal(ly) sigmoid (of) axial mesoderm."	
<http://purl.obolibrary.org/obo/GO_0031430>		
<http://purl.obolibrary.org/obo/GO_0051969>		
<http://purl.obolibrary.org/obo/ZP_0147179>	"Abnormal(ly) organized (of) slow muscle cell of myosin filament."	
<http://purl.obolibrary.org/obo/CHEBI_35907>	"A dicarboxylic acid monoanion that is the conjugate base of glutaric acid."	
<http://purl.obolibrary.org/obo/ZP_0140127>	"Abnormal(ly) atrophied (of) intestinal epithelial cell."	
<http://purl.obolibrary.org/obo/ZP_0150080>	"Abnormal(ly) decreased amount (of) mesenchyme pectoral fin."	
<http://purl.obolibrary.org/obo/ZP_0144534>	"Abnormal(ly) increased process quality (of) spinal cord of cell death."	
<http://purl.obolibrary.org/obo/ZP_0020876>	"Abnormal(ly) decreased amount (of) aortic arch 4."	
<http://purl.obolibrary.org/obo/ZP_0009319>	"Abnormal(ly) decreased process quality (of) regulation of JNK cascade."	
<http://purl.obolibrary.org/obo/ZP_0020808>	"Abnormal(ly) absent (of) tooth placode."	
<http://purl.obolibrary.org/obo/ZP_0106146>	"Abnormal(ly) decreased distribution (of) raphe nucleus."	
<http://purl.obolibrary.org/obo/ZP_0153323>	"Abnormal(ly) distance (of) otolith (otolith)."	
<http://purl.obolibrary.org/obo/ZP_0104283>	"Absence of the neuroepithelial cell in the spinal cord."	
<http://purl.obolibrary.org/obo/GO_0099643>		
<http://purl.obolibrary.org/obo/ZP_0151865>	"Abnormal(ly) increased amount (of) caudal vein plexus of circulating cell."	
<http://purl.obolibrary.org/obo/ZFA_0000252>		
<http://purl.obolibrary.org/obo/ZP_0022767>	"Abnormal(ly) decreased amount (of) otic vesicle of ventral region."	
<http://purl.obolibrary.org/obo/ZP_0012097>	"Abnormal(ly) morphology (of) myoseptum."	
<http://purl.obolibrary.org/obo/ZP_0101188>	"An abnormal level of cortisol in the whole organism."	
<http://purl.obolibrary.org/obo/ZP_0142438>	"Abnormal(ly) morphology (of) rib."	
<http://purl.obolibrary.org/obo/ZP_0007208>	"Abnormal(ly) shape (of) chondrocyte."	
<http://purl.obolibrary.org/obo/ZP_0000493>	"Abnormal(ly) duplicated (of) liver."	
<http://purl.obolibrary.org/obo/ZP_0009513>	"Abnormal(ly) decreased diameter (of) hyaloid vessel."	
<http://purl.obolibrary.org/obo/GO_1903855>		
<http://purl.obolibrary.org/obo/GO_0030497>		
<http://purl.obolibrary.org/obo/GO_0051968>		
<http://purl.obolibrary.org/obo/ZP_0010418>	"Abnormal(ly) physical object quality (of) pronephric duct."	
<http://purl.obolibrary.org/obo/ZP_0019390>	"Abnormal(ly) absent (of) otolithic lymph vessel."	
<http://purl.obolibrary.org/obo/ZP_0015064>	"Abnormal(ly) has normal numbers of parts of type (of) heart tube (endocardium)."	
<http://purl.obolibrary.org/obo/ZP_0021627>	"An abnormal level of (5-hydroxyindol-3-yl)acetic acid in the whole organism."	
<http://purl.obolibrary.org/obo/ZP_0146338>	"The presence of an increased number of common myeloid progenitor in the intermediate cell mass of mesoderm."	
<http://purl.obolibrary.org/obo/ZP_0109856>	"Abnormal(ly) quality (of) pectoral fin proximal radial."	
<http://purl.obolibrary.org/obo/ZP_0152243>	"Abnormal(ly) normal object quality (of) brain vasculature."	
<http://purl.obolibrary.org/obo/ZP_0144920>	"An increase in the size of the caudal fin blood vessel."	
<http://purl.obolibrary.org/obo/ZP_0001129>	"Any unspecified morphological anomaly of the tail bud, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/ZP_0130815>	"Abnormal(ly) mislocalised (of) neuromast hair cell of cytoplasm."	
<http://purl.obolibrary.org/obo/ZP_0144820>	"An abnormality of the intracellular calcium ion homeostasis in heart."	
<http://purl.obolibrary.org/obo/ZP_0101538>	"Abnormal(ly) increased amount (of) head of glutamic acid."	
<http://purl.obolibrary.org/obo/ZP_0109873>	"Abnormality of muscle pioneer somite 16."	
<http://purl.obolibrary.org/obo/ZP_0002190>	"Abnormal(ly) deformed (of) trunk."	
<http://purl.obolibrary.org/obo/ZP_0153828>	"Abnormal(ly) decreased process quality (of) brain of regulation of corticotropin-releasing hormone secretion."	
<http://purl.obolibrary.org/obo/ZP_0106187>	"Disorganization of Purkinje cell."	
<http://purl.obolibrary.org/obo/ZP_0015800>	"Abnormal(ly) has normal numbers of parts of type (of) endocrine pancreas (insulin secreting cell)."	
<http://purl.obolibrary.org/obo/ZP_0146381>	"The presence of a reduced number of radial glial cell in the raphe nucleus."	
<http://purl.obolibrary.org/obo/GO_1903846>		
<http://purl.obolibrary.org/obo/ZP_0130890>	"An abnormality of the cilium assembly in olfactory placode."	
<http://purl.obolibrary.org/obo/ZP_0143601>	"An abnormally apoptotic hematopoietic cell in caudal hematopoietic tissue."	
<http://purl.obolibrary.org/obo/ZP_0151330>	"Abnormal(ly) normal amount (of) testis of membrane."	
<http://purl.obolibrary.org/obo/GO_0046184>		
<http://purl.obolibrary.org/obo/GO_0051963>		
<http://purl.obolibrary.org/obo/ZP_0153996>	"Abnormal(ly) increased angle to (of) palatoquadrate cartilage (Meckel's cartilage)."	
<http://purl.obolibrary.org/obo/ZP_0104719>	"The presence of an increased number of lens epithelium."	
<http://purl.obolibrary.org/obo/ZP_0104495>	"Abnormal(ly) inflamed (of) spleen."	
<http://purl.obolibrary.org/obo/ZP_0139914>	"Abnormal(ly) amount (of) hematopoietic cell."	
<http://purl.obolibrary.org/obo/ZP_0144172>	"Abnormal(ly) absent (of) female organism of liver."	
<http://purl.obolibrary.org/obo/ZP_0012004>	"Abnormal(ly) mislocalised (of) vertebra of osteoclast."	
<http://purl.obolibrary.org/obo/ZP_0154095>	"Abnormal(ly) decreased process quality (of) neuromast hair cell of mechanosensitive monoatomic cation channel activity."	
<http://purl.obolibrary.org/obo/GO_0071709>		
<http://purl.obolibrary.org/obo/ZP_0104417>	"An abnormal level of homovanillic acid in the whole organism."	
<http://purl.obolibrary.org/obo/ZP_0010377>	"Abnormal(ly) morphology (of) rhombomere 1."	
<http://purl.obolibrary.org/obo/ZP_0137791>	"A decreased occurrence of multicellular organismal movement."	
<http://purl.obolibrary.org/obo/ZP_0008881>	"Abnormal(ly) increased frequency (of) double-strand break repair via homologous recombination."	
<http://purl.obolibrary.org/obo/ZP_0150017>	"Abnormal(ly) absence of anatomical entity (of) telencephalon of motile cilium."	
